# frame times for dvs_video.avi
# frame# time(s)
355	  3.565923
356	  3.575923
357	  3.585923
358	  3.595923
359	  3.605923
360	  3.615923
361	  3.625923
362	  3.635923
363	  3.645923
364	  3.655923
365	  3.665923
366	  3.675923
367	  3.685923
368	  3.695923
369	  3.705923
370	  3.715923
371	  3.725923
372	  3.735923
373	  3.745923
374	  3.755923
375	  3.765923
376	  3.775923
377	  3.785923
378	  3.795923
379	  3.805923
380	  3.815923
381	  3.825923
382	  3.835923
383	  3.845923
384	  3.855923
385	  3.865923
386	  3.875923
387	  3.885923
388	  3.895923
389	  3.905923
390	  3.915923
391	  3.925923
392	  3.935923
393	  3.945923
394	  3.955923
395	  3.965923
396	  3.975923
397	  3.985923
398	  3.995923
399	  4.005923
400	  4.015923
401	  4.025923
402	  4.035923
403	  4.045924
404	  4.055924
405	  4.065924
406	  4.075924
407	  4.085925
408	  4.095925
409	  4.105925
410	  4.115925
411	  4.125926
412	  4.135926
413	  4.145926
414	  4.155926
415	  4.165926
416	  4.175927
417	  4.185927
418	  4.195927
